,heating_temp_vip,lee_wind_min_vip,assim_vip,scr_enrg_vip,scr_blck_vip,CO2_vip
0,5.0,0,15.0,100.0,90.0,220.0
1,5.0,0,15.0,100.0,90.0,420.0
2,5.0,0,15.0,100.0,90.0,420.0
3,5.0,0,15.0,100.0,90.0,420.0
4,5.0,0,15.0,100.0,90.0,420.0
5,5.0,0,15.0,100.0,90.0,420.0
6,5.0,0,15.0,100.0,90.0,420.0
7,5.0,0,15.0,100.0,90.0,420.0
8,5.0,0,15.0,100.0,90.0,420.0
9,5.0,0,15.0,90.0,90.0,420.0
10,5.0,0,10.0,90.0,90.0,420.0
11,5.0,0,10.0,90.0,90.0,420.0
12,5.0,0,10.0,90.0,90.0,420.0
13,5.0,0,10.0,90.0,90.0,420.0
14,5.0,0,10.0,90.0,90.0,420.0
15,5.0,0,10.0,90.0,90.0,420.0
16,5.0,0,15.0,90.0,90.0,420.0
17,5.0,0,15.0,90.0,90.0,420.0
18,5.0,0,15.0,100.0,90.0,420.0
19,18.0,0,15.0,100.0,90.0,700.0
20,18.0,0,15.0,100.0,90.0,700.0
21,18.0,0,15.0,100.0,90.0,700.0
22,18.0,0,15.0,100.0,90.0,700.0
23,18.0,0,15.0,100.0,90.0,700.0
24,18.0,0,15.0,0.0,100.0,700.0
25,18.0,0,15.0,0.0,100.0,700.0
26,18.0,0,15.0,0.0,100.0,700.0
27,18.0,0,15.0,0.0,100.0,700.0
28,18.0,0,15.0,0.0,100.0,700.0
29,18.0,0,15.0,0.0,100.0,700.0
30,18.0,0,15.0,0.0,100.0,700.0
31,18.0,0,15.0,0.0,100.0,700.0
32,18.0,0,15.0,0.0,100.0,700.0
33,18.0,0,15.0,0.0,100.0,700.0
34,18.0,0,10.0,0.0,100.0,700.0
35,18.0,0,10.0,0.0,100.0,700.0
36,18.0,0,10.0,100.0,0.0,700.0
37,18.0,0,10.0,100.0,0.0,700.0
38,18.0,0,10.0,100.0,0.0,699.999983
39,18.0,0,10.0,100.0,0.0,700.0
40,18.0,0,15.0,100.0,0.0,700.0
41,18.0,0,15.0,100.0,0.0,700.0
42,18.0,0,15.0,100.0,0.0,700.0
43,18.0,0,15.0,100.0,0.0,700.0
44,18.0,0,15.0,100.0,0.0,700.0
45,18.0,0,15.0,100.0,0.0,700.0
46,18.0,0,15.0,100.0,0.0,700.0
47,18.0,0,15.0,100.0,0.0,700.0
48,18.0,0,15.0,100.0,0.0,700.0
49,18.0,0,15.0,100.0,0.0,700.0
50,18.0,0,15.0,100.0,0.0,700.0
51,18.0,0,15.0,100.0,0.0,700.0
52,18.0,0,15.0,100.0,0.0,700.0
53,18.0,0,15.0,100.0,0.0,700.0
54,18.0,0,15.0,100.0,0.0,700.0
55,18.0,0,15.0,100.0,0.0,700.0
56,18.0,0,15.0,0.0,100.0,700.0
57,18.0,0,10.0,0.0,100.0,700.0
58,18.0,0,10.0,0.0,100.0,700.0
59,18.0,0,10.0,0.0,100.0,1000.0
60,18.0,0,10.0,0.0,100.0,1000.0
61,18.0,0,10.0,0.0,100.0,1000.0
62,18.0,0,10.0,0.0,100.0,1000.0
63,18.0,0,62.0,100.0,0.0,700.0
64,18.0,0,62.0,100.0,0.0,700.0
65,18.0,0,91.0,100.0,0.0,700.0
66,18.0,0,91.0,100.0,0.0,700.0
67,18.0,0,99.999999,1e-05,99.99999,700.0
68,18.0,0,100.0,0.0,100.0,700.0
69,18.0,0,100.0,0.0,100.0,700.0
70,18.0,0,100.0,0.0,100.0,700.0
