,heating_temp_vip,lee_wind_min_vip,assim_vip,scr_enrg_vip,scr_blck_vip,CO2_vip
0,5.0,0.0,15.0,100,0.0,220.0
1,5.0,0.0,15.0,100,0.0,420.0
2,5.0,0.0,15.0,100,0.0,420.0
3,5.0,0.0,15.0,100,0.0,420.0
4,5.0,0.0,15.0,100,0.0,420.0
5,5.0,0.0,15.0,100,0.0,420.0
6,5.0,0.0,15.0,100,0.0,420.0
7,5.0,0.0,15.0,100,0.0,420.0
8,5.0,0.0,15.0,100,0.0,420.0
9,5.0,0.0,15.0,100,0.0,420.0
10,5.0,0.0,10.0,100,0.0,420.0
11,5.0,0.0,10.0,100,0.0,420.0
12,5.0,0.0,10.0,100,0.0,420.0
13,5.0,0.0,10.0,100,0.0,420.0
14,5.0,0.0,10.0,100,0.0,420.0
15,5.0,0.0,10.0,100,0.0,420.0
16,5.0,0.0,15.0,100,0.0,420.0
17,5.0,0.0,15.0,100,100.0,420.0
18,18.0,6.0,15.0,100,0.0,800.0
19,18.0,0.0,15.0,100,0.0,535.0
20,18.0,0.0,15.0,100,0.0,520.0
21,18.0,0.0,15.0,100,0.0,520.0
22,18.0,0.0,15.0,100,0.0,520.0
23,18.0,0.0,15.0,100,0.0,520.0
24,18.0,0.0,15.0,100,0.0,520.0
25,18.0,0.0,15.0,100,0.0,520.0
26,18.0,0.0,15.0,100,0.0,520.0
27,18.0,0.0,15.0,100,0.0,520.0
28,18.0,0.0,15.0,100,0.0,520.0
29,18.0,0.0,15.0,100,0.0,520.0
30,18.0,0.0,15.0,100,0.0,520.0
31,18.0,0.0,15.0,100,0.0,520.0
32,18.0,0.0,15.0,100,0.0,520.0
33,18.0,0.0,15.0,100,0.0,520.0
34,18.0,0.0,10.0,100,0.0,520.0
35,18.0,0.0,10.0,100,0.0,520.0
36,18.0,0.0,10.0,100,0.0,520.0
37,18.0,0.0,10.0,100,0.0,520.0
38,18.0,0.0,10.0,100,0.0,520.0
39,18.0,0.0,10.0,100,0.0,520.0
40,18.0,0.0,15.0,100,0.0,520.0
41,18.0,0.0,15.0,100,0.0,520.0
42,18.0,0.0,15.0,100,0.0,520.0
43,18.0,0.0,15.0,100,0.0,520.0
44,18.0,6.0,15.0,100,0.0,528.0
45,18.0,6.0,15.0,100,0.0,520.0
46,18.0,0.0,15.0,100,0.0,520.0
47,18.0,0.0,15.0,100,0.0,520.0
48,18.0,6.0,15.0,100,0.0,520.0
49,18.0,6.0,15.0,100,0.0,520.0
50,18.0,0.0,15.0,100,0.0,520.0
51,18.0,0.0,15.0,100,0.0,520.0
52,18.0,0.0,15.0,100,0.0,520.0
53,18.0,6.0,15.0,100,0.0,520.0
54,18.0,0.0,15.0,100,0.0,520.0
55,18.0,0.0,15.0,100,0.0,0.0
56,18.0,0.0,15.0,100,0.0,0.0
57,18.0,6.0,10.0,100,0.0,0.0
58,18.0,0.0,10.0,100,0.0,0.0
59,18.0,0.0,10.0,100,0.0,0.0
60,18.0,0.0,10.0,100,0.0,0.0
61,18.0,6.0,10.0,100,0.0,461.0
62,18.0,0.0,10.0,100,0.0,468.999953
63,18.0,0.0,10.0,100,0.0,800.0
64,18.0,0.0,14.999999,100,0.0,616.0
65,18.0,0.0,15.0,100,1e-05,4.6e-05
66,18.0,6.0,15.0,100,0.0,0.0
67,18.0,0.0,15.0,100,0.0,0.0
68,18.0,0.0,15.0,100,0.0,0.0
69,18.0,0.0,15.0,100,0.0,0.0
70,18.0,0.0,15.0,100,0.0,0.0
71,18.0,0.0,15.0,100,0.0,0.0
72,18.0,0.0,15.0,100,0.0,0.0
73,18.0,0.0,15.0,100,0.0,0.0
74,18.0,0.0,15.0,100,0.0,0.0
75,18.0,0.0,15.0,100,0.0,0.0
76,18.0,0.0,15.0,100,0.0,0.0
77,18.0,0.0,15.0,100,0.0,0.0
78,18.0,0.0,15.0,100,0.0,0.0
79,18.0,0.0,15.0,100,0.0,0.0
80,18.0,0.0,15.0,100,0.0,0.0
81,18.0,0.0,10.0,100,0.0,0.0
82,18.0,0.0,10.0,100,0.0,0.0
83,18.0,0.0,10.0,100,0.0,0.0
84,18.0,0.0,10.0,100,0.0,0.0
85,18.0,0.0,90.0,100,0.0,500.0
86,18.0,0.0,0.0,100,0.0,500.0
87,18.0,0.0,0.0,100,0.0,500.0
88,18.0,0.0,0.0,100,0.0,500.0
89,18.0,0.0,0.0,100,0.0,500.0
90,18.0,0.0,0.0,100,0.0,500.0
91,18.0,0.0,0.0,100,0.0,500.0
92,18.0,0.0,0.0,100,0.0,500.0
93,18.0,0.0,0.0,100,0.0,500.0
94,18.0,0.0,0.0,100,0.0,500.0
95,18.0,0.0,0.0,100,0.0,500.0
96,18.0,0.0,0.0,100,0.0,500.0
97,18.0,0.0,0.0,100,0.0,200.0
98,18.0,0.0,0.0,100,0.0,400.0
99,18.0,0.0,0.0,100,0.0,500.0
100,18.0,0.0,0.0,100,0.0,500.0
101,18.0,0.0,0.0,100,0.0,500.0
102,18.0,0.0,0.0,100,0.0,500.0
103,18.0,0.0,0.0,100,0.0,500.0
104,18.0,0.0,0.0,100,0.0,500.0
105,18.0,0.0,0.0,100,0.0,500.0
106,18.0,0.0,0.0,100,0.0,500.0
107,18.0,0.0,0.0,100,0.0,500.0
108,18.0,0.0,0.0,100,0.0,500.0
109,18.0,0.0,0.0,100,0.0,500.0
110,18.0,0.0,0.0,100,0.0,500.0
111,18.0,0.0,0.0,100,0.0,500.0
112,18.0,0.0,0.0,100,0.0,500.0
113,18.0,0.0,0.0,100,0.0,500.0
114,18.0,0.0,0.0,100,0.0,500.0
115,18.0,0.0,0.0,100,0.0,500.0
116,18.0,0.0,0.0,100,0.0,500.0
117,18.0,0.0,0.0,100,0.0,500.0
118,18.0,0.0,0.0,100,0.0,500.0
119,18.0,0.0,0.0,100,0.0,500.0
120,18.0,0.0,0.0,100,0.0,500.0
121,18.0,0.0,0.0,100,0.0,200.0
122,0.0,0.0,0.0,100,0.0,400.0
123,0.0,0.0,0.0,100,0.0,500.0
124,0.0,0.0,0.0,100,0.0,500.0
125,0.0,0.0,0.0,100,0.0,500.0
126,0.0,0.0,0.0,100,0.0,500.0
127,0.0,0.0,0.0,100,0.0,500.0
128,0.0,0.0,0.0,100,0.0,500.0
129,0.0,0.0,0.0,100,0.0,500.0
130,0.0,0.0,0.0,100,0.0,500.0
131,0.0,0.0,0.0,100,0.0,500.0
132,0.0,0.0,0.0,100,0.0,500.0
133,0.0,0.0,0.0,100,0.0,500.0
134,0.0,0.0,0.0,100,0.0,500.0
135,0.0,0.0,0.0,100,0.0,500.0
136,0.0,0.0,0.0,100,0.0,500.0
137,0.0,0.0,0.0,100,0.0,500.0
138,0.0,0.0,0.0,100,0.0,500.0
139,0.0,0.0,0.0,100,0.0,500.0
140,0.0,0.0,0.0,100,0.0,500.0
141,0.0,0.0,0.0,100,0.0,500.0
142,0.0,0.0,0.0,100,0.0,500.0
143,0.0,0.0,0.0,100,0.0,500.0
144,0.0,0.0,0.0,100,0.0,500.0
145,0.0,0.0,0.0,100,0.0,500.0
146,0.0,0.0,0.0,100,0.0,500.0
147,0.0,0.0,0.0,100,0.0,500.0
148,0.0,0.0,0.0,100,0.0,500.0
149,0.0,0.0,0.0,100,0.0,500.0
150,0.0,0.0,0.0,100,0.0,500.0
151,0.0,0.0,0.0,100,0.0,500.0
152,0.0,0.0,0.0,100,0.0,500.0
153,0.0,0.0,0.0,100,0.0,500.0
154,0.0,0.0,0.0,100,0.0,500.0
155,0.0,0.0,0.0,100,0.0,500.0
156,18.0,6.0,47.0,100,0.0,0.0
157,18.0,0.0,22.0,100,0.0,513.0
158,18.0,0.0,13.0,100,0.0,563.0
159,37.0,0.0,0.0,100,0.0,768.0
160,18.0,0.0,3.0,100,0.0,622.0
161,18.0,0.0,38.0,100,0.0,426.0
162,18.0,0.0,0.0,100,0.0,689.0
163,18.0,0.0,90.0,100,100.0,500.0
164,18.0,6.0,0.0,100,100.0,500.0
165,18.0,0.0,90.0,100,100.0,500.0
166,18.0,0.0,90.0,100,100.0,500.0
167,18.0,0.0,90.0,100,100.0,500.0
168,18.0,6.0,90.0,100,100.0,500.0
169,18.0,6.0,39.999999,100,0.0,200.0
170,18.0,0.0,70.0,100,0.0,400.00001
171,18.0,0.0,90.0,100,0.0,500.0
172,18.0,0.0,0.0,100,0.0,800.0
173,18.0,1e-06,89.999991,100,0.0,500.00003
174,18.0,0.0,90.0,100,0.0,500.0
175,18.0,0.0,90.0,100,0.0,500.0
176,18.0,0.0,90.0,100,0.0,500.0
177,18.0,6.0,90.0,100,0.0,500.0
178,18.0,0.0,90.0,100,0.0,500.0
179,18.0,0.0,90.0,100,0.0,500.0
180,18.0,0.0,0.0,100,0.0,800.0
181,18.0,0.0,90.0,100,0.0,500.0
